Year,Region,CRM Adoption Rate (%),AI Market CAGR (%),TAM (USD Million),SAM (USD Million),SOM (USD Million),SaaS Revenue (USD Million),Custom Modules Revenue (USD Million),Data Insights Revenue (USD Million),Total Revenue (USD Million),Development Cost (USD Million),Maintenance Cost (USD Million),Marketing Cost (USD Million),Total Cost (USD Million),Profit Margin (%),Lead Conversion Rate (%),Customer Satisfaction Rate (%),Average Revenue Per Customer (USD),Customer Churn Rate (%)
2025,Middle East,30.71,34.73,8185,4528,1899,0.9,1.44,1.58,3.92,0.52,0.91,0.29,1.72,56.12,15.46,70.26,4714.09,6.39
2026,Asia-Pacific,18.02,28.79,18870,4382,842,0.59,1.13,1.5,3.22,2.3,0.89,0.34,3.53,-9.63,14.79,94.71,4527.97,9.96
2025,Asia-Pacific,24.58,16.74,6667,4379,1562,0.69,1.6,0.23,2.52,2.56,0.81,0.24,3.61,-43.25,23.4,91.36,3522.28,3.12
2024,Asia-Pacific,28.17,30.13,16351,3114,722,4.92,1.57,1.0,7.49,2.0,0.68,0.6,3.28,56.21,27.11,80.34,4320.59,5.04
2025,Middle East,38.29,21.45,12083,1228,977,2.74,0.42,0.51,3.67,0.6,0.96,0.68,2.24,38.96,18.68,93.31,998.99,7.52
2025,Middle East,27.94,24.26,8072,3936,900,2.7,2.79,1.19,6.68,2.55,0.76,0.77,4.08,38.92,11.74,79.67,2570.52,4.31
2028,Europe,39.57,31.49,14065,1602,966,1.44,1.79,1.49,4.72,2.58,0.87,0.39,3.84,18.64,19.7,92.61,4695.4,4.32
2028,North America,14.48,18.73,9413,3458,1894,3.27,3.0,0.14,6.41,2.85,0.27,0.31,3.43,46.49,20.26,91.99,1790.51,4.64
2028,North America,48.3,25.51,9152,2295,540,4.92,2.8,1.85,9.57,1.84,0.3,0.51,2.65,72.31,19.59,70.34,1076.92,9.49
2028,Europe,13.8,30.49,10132,1222,673,3.67,1.6,1.39,6.66,1.14,0.3,0.29,1.73,74.02,27.92,74.29,310.46,6.45
2027,Europe,34.07,25.41,8561,4936,1166,4.98,2.18,0.25,7.41,2.82,0.32,0.38,3.52,52.5,10.17,76.86,2068.04,5.09
2025,Europe,41.08,16.24,17348,4198,1398,2.28,2.34,1.54,6.16,0.92,0.79,0.3,2.01,67.37,16.45,83.18,3414.92,3.08
2024,Europe,39.19,22.72,13053,3012,1829,1.46,1.72,1.79,4.97,1.5,0.94,0.28,2.72,45.27,12.84,72.67,1798.79,5.31
2028,Europe,41.28,26.31,6486,2386,626,1.4,2.24,1.2,4.84,1.07,0.32,0.2,1.59,67.15,8.08,73.98,4969.13,4.95
2026,Asia-Pacific,13.27,26.96,11530,1242,539,4.89,0.98,0.57,6.44,2.24,0.94,0.38,3.56,44.72,26.64,94.47,2059.36,4.08
2025,Asia-Pacific,43.84,29.92,7846,2719,873,4.84,2.4,0.39,7.63,2.09,0.93,0.59,3.61,52.69,23.22,77.64,2317.7,7.49
2024,Middle East,36.83,28.81,9222,4421,851,1.94,0.96,0.92,3.82,0.62,0.95,0.55,2.12,44.5,27.61,83.11,2915.92,2.26
2025,North America,27.79,26.71,5841,4719,1523,3.67,2.61,1.86,8.14,0.56,0.63,0.47,1.66,79.61,24.44,71.08,2652.18,2.25
2026,Asia-Pacific,27.77,30.9,11870,2345,1293,0.66,2.2,1.66,4.52,1.9,0.85,0.24,2.99,33.85,20.74,74.99,272.42,8.69
2024,Middle East,46.02,25.64,10686,1070,1054,3.21,0.73,1.66,5.6,1.11,0.81,0.6,2.52,55.0,19.84,71.44,209.27,3.68
2024,Asia-Pacific,21.13,32.29,15471,2598,1650,3.58,0.22,0.39,4.19,1.71,0.76,0.5,2.97,29.12,8.92,75.34,2195.57,5.92
2028,Asia-Pacific,27.02,27.55,15756,4034,1436,4.68,2.57,0.14,7.39,1.23,0.51,0.11,1.85,74.97,15.42,73.26,4320.38,3.46
2026,North America,33.31,33.68,10067,2569,1136,1.77,2.51,1.82,6.1,2.47,0.4,0.61,3.48,42.95,29.95,91.06,1776.78,6.55
2027,North America,39.33,22.47,18644,2612,1483,2.39,1.98,1.52,5.89,2.29,0.55,0.74,3.58,39.22,27.23,80.53,3499.11,8.37
2027,North America,17.89,30.85,16083,4628,1545,4.3,2.48,0.45,7.23,2.07,0.37,0.47,2.91,59.75,24.19,72.23,2915.76,5.25
2025,North America,20.21,20.75,6314,2144,1048,3.02,0.82,1.47,5.31,2.52,0.72,0.31,3.55,33.15,20.65,75.83,4592.52,5.43
2025,South America,44.9,18.12,14795,1009,909,4.95,1.9,1.04,7.89,2.89,0.53,0.57,3.99,49.43,28.29,94.2,4833.08,2.13
2024,Europe,44.45,17.35,11118,1007,925,1.12,2.84,0.56,4.52,2.05,0.52,0.51,3.08,31.86,17.05,83.46,2312.73,4.8
2028,North America,44.31,17.99,17371,4518,1694,3.58,2.63,1.41,7.62,1.8,0.73,0.71,3.24,57.48,26.66,82.4,4738.15,2.16
2024,Europe,34.96,27.95,18449,1863,1554,4.91,0.68,1.35,6.94,1.48,0.92,0.63,3.03,56.34,28.75,81.51,155.49,3.86
2025,Asia-Pacific,35.76,21.98,11843,4094,1181,3.81,2.27,1.67,7.75,2.8,0.47,0.54,3.81,50.84,11.54,92.73,3284.08,5.87
2027,Europe,11.75,27.64,13373,1180,1620,3.3,0.95,0.79,5.04,1.55,0.41,0.73,2.69,46.63,10.55,82.23,1280.42,5.69
2028,Europe,16.08,21.1,18156,3961,1561,0.81,2.94,0.85,4.6,1.39,0.41,0.67,2.47,46.3,14.37,94.53,1164.99,9.34
2026,South America,32.44,24.23,9920,3954,873,2.46,2.88,0.29,5.63,2.27,0.57,0.1,2.94,47.78,15.22,86.81,4769.67,2.34
2024,Middle East,39.81,16.52,12091,2744,1210,4.81,1.36,0.92,7.09,1.42,0.29,0.35,2.06,70.94,9.9,76.84,2514.38,4.39
2024,North America,36.06,16.28,10385,3783,1330,3.06,0.81,1.97,5.84,1.6,0.53,0.69,2.82,51.71,18.98,73.4,3074.8,7.77
2027,Europe,44.57,32.26,15809,3240,1602,2.39,1.63,1.46,5.48,0.96,0.67,0.64,2.27,58.58,9.37,70.42,1360.97,7.75
2024,Middle East,13.35,25.45,15369,1312,582,3.92,2.41,0.92,7.25,1.65,0.93,0.37,2.95,59.31,19.33,92.82,1688.31,9.68
2027,North America,25.65,29.52,6412,3837,1107,2.26,0.6,1.02,3.88,1.87,0.47,0.59,2.93,24.48,29.17,77.34,2977.07,8.84
2024,North America,10.39,34.62,10171,1990,962,2.21,2.44,1.04,5.69,1.5,0.58,0.77,2.85,49.91,16.11,92.12,659.86,7.09
2027,South America,32.88,16.36,12827,1347,1728,3.73,0.67,0.75,5.15,2.79,0.68,0.37,3.84,25.44,19.35,94.7,1259.17,7.55
2028,North America,49.62,26.32,14992,2272,978,4.05,2.63,0.16,6.84,2.91,0.51,0.64,4.06,40.64,8.63,92.59,1038.28,4.22
2028,Europe,33.89,17.81,8541,4468,696,3.03,1.14,1.27,5.44,2.79,0.31,0.35,3.45,36.58,13.52,91.4,3457.99,2.8
2025,Europe,47.15,31.5,16844,4788,1165,4.8,0.4,1.98,7.18,0.55,0.79,0.61,1.95,72.84,13.43,88.17,459.88,2.8
2027,North America,29.86,16.17,7395,3607,598,4.2,1.72,0.72,6.64,0.55,0.64,0.76,1.95,70.63,9.55,73.11,1902.2,6.16
2025,South America,34.33,33.88,9749,4371,588,4.81,2.26,0.41,7.48,1.34,0.7,0.54,2.58,65.51,18.33,87.05,1038.42,9.71
2025,South America,13.76,15.99,13992,3810,1939,4.78,1.29,0.12,6.19,1.72,0.59,0.33,2.64,57.35,14.5,70.07,1613.99,2.35
2026,Middle East,36.67,26.22,12872,2701,1673,3.31,1.44,0.34,5.09,0.58,0.53,0.54,1.65,67.58,27.36,74.52,3049.67,2.08
2025,Europe,14.11,32.05,6890,2884,1477,0.97,2.45,0.79,4.21,2.69,0.72,0.65,4.06,3.56,29.64,85.76,2308.74,9.09
2026,North America,27.92,31.39,6333,2789,802,4.48,2.38,1.05,7.91,1.49,0.74,0.64,2.87,63.72,18.26,70.89,4103.57,4.02
2026,Middle East,27.45,27.56,17560,2755,546,4.16,2.93,1.04,8.13,1.44,0.69,0.33,2.46,69.74,29.95,89.48,1884.7,5.38
2026,Middle East,49.06,29.69,6350,2645,1749,1.93,1.4,1.95,5.28,0.63,0.72,0.6,1.95,63.07,20.7,74.65,1392.9,8.39
2024,Europe,13.83,28.98,12591,3495,1247,2.49,0.47,0.37,3.33,2.29,0.23,0.65,3.17,4.8,7.07,88.27,2586.58,9.92
2027,Europe,27.99,18.45,7283,3255,1859,2.81,0.81,0.37,3.99,2.47,0.4,0.23,3.1,22.31,15.41,77.82,470.41,9.37
2028,Asia-Pacific,47.75,25.32,17004,1556,744,2.91,2.2,1.84,6.95,1.67,0.97,0.26,2.9,58.27,22.16,82.63,2922.99,8.84
2024,Middle East,15.8,26.06,15487,1069,524,2.96,0.27,0.2,3.43,2.47,0.66,0.18,3.31,3.5,14.89,90.34,3020.88,4.07
2026,South America,10.48,23.48,8410,1412,610,3.35,1.51,1.72,6.58,0.8,0.29,0.41,1.5,77.2,6.54,88.68,2611.13,2.68
2025,North America,49.52,26.17,14337,1322,1550,1.15,1.75,0.67,3.57,2.23,1.0,0.27,3.5,1.96,15.97,74.02,3067.68,2.28
2028,South America,33.38,15.3,9676,3132,1199,2.62,2.45,0.71,5.78,2.6,0.47,0.23,3.3,42.91,8.93,76.88,4613.27,9.84
2024,Middle East,43.73,19.4,9832,2395,1112,3.23,2.0,0.62,5.85,0.53,0.27,0.16,0.96,83.59,24.06,86.52,4075.79,7.85
2024,North America,25.11,32.89,12988,2638,1126,1.96,1.43,0.63,4.02,2.32,0.9,0.54,3.76,6.47,9.06,77.65,4063.83,8.8
2024,Europe,34.92,26.28,10879,2138,1004,1.66,0.34,1.42,3.42,2.0,0.45,0.51,2.96,13.45,18.93,75.58,3765.62,5.55
2028,Middle East,12.96,18.2,7861,1839,707,0.56,1.98,0.29,2.83,0.7,0.43,0.1,1.23,56.54,16.01,82.15,2994.91,8.67
2025,South America,21.27,32.68,14377,4028,1283,3.33,1.84,1.37,6.54,1.52,0.85,0.17,2.54,61.16,8.95,87.92,447.81,5.22
2024,Asia-Pacific,27.29,20.26,10888,3639,1651,3.93,1.64,0.96,6.53,1.95,0.32,0.68,2.95,54.82,5.83,86.01,1891.49,5.86
2026,North America,49.89,22.35,8166,3799,1734,3.21,2.15,1.75,7.11,0.68,0.32,0.27,1.27,82.14,10.48,73.91,1952.66,8.41
2027,Asia-Pacific,49.28,31.48,7398,3132,626,4.48,1.03,0.86,6.37,1.5,0.45,0.65,2.6,59.18,10.81,94.69,4082.47,9.59
2027,Middle East,37.94,22.6,14725,2889,634,2.02,1.9,0.67,4.59,1.55,0.48,0.69,2.72,40.74,24.95,76.36,4349.25,8.76
2026,South America,10.09,32.33,15229,3275,875,2.56,2.81,0.47,5.84,2.83,0.37,0.16,3.36,42.47,28.79,76.0,2563.26,7.86
2026,Middle East,38.22,31.23,14167,4224,1199,0.64,2.35,1.13,4.12,0.69,0.93,0.65,2.27,44.9,9.29,73.02,2293.29,3.13
2027,South America,47.37,29.14,19698,1719,644,3.66,1.83,1.72,7.21,1.79,0.95,0.31,3.05,57.7,16.44,92.25,938.49,3.79
2025,Asia-Pacific,24.73,25.21,12076,1095,1366,4.91,0.42,0.27,5.6,0.66,0.2,0.2,1.06,81.07,12.21,81.53,2428.77,8.16
2024,Middle East,47.82,15.41,6191,1025,1030,3.79,1.79,1.94,7.52,0.58,0.69,0.4,1.67,77.79,23.64,72.07,2946.49,9.56
2024,Middle East,31.14,18.98,12443,4526,556,4.46,1.98,0.12,6.56,1.58,0.94,0.61,3.13,52.29,11.13,85.12,215.47,4.96
2027,Europe,18.18,28.59,8085,4281,943,3.95,1.15,0.11,5.21,1.73,0.41,0.73,2.87,44.91,7.88,74.0,3490.66,6.23
2025,South America,39.02,17.86,16637,1080,1072,3.4,0.73,0.55,4.68,2.03,0.26,0.79,3.08,34.19,21.68,93.69,1906.12,9.3
2026,Europe,39.53,32.33,7769,3533,948,1.17,1.57,1.77,4.51,2.23,0.42,0.33,2.98,33.92,11.34,80.14,3135.19,9.04
2028,Asia-Pacific,16.34,32.39,10720,3478,1536,4.88,0.47,1.84,7.19,1.19,0.25,0.35,1.79,75.1,28.83,73.65,4442.77,4.56
2024,Asia-Pacific,14.67,30.13,9397,3897,1543,3.5,0.7,0.46,4.66,0.7,0.57,0.58,1.85,60.3,25.84,71.15,3460.1,4.78
2028,Asia-Pacific,45.5,18.87,11282,3396,1401,0.78,2.47,1.34,4.59,1.9,0.6,0.79,3.29,28.32,29.57,94.76,998.06,5.65
2028,Middle East,18.22,23.12,18243,3322,1073,4.89,0.43,0.8,6.12,0.56,0.24,0.71,1.51,75.33,15.68,85.37,2556.31,4.44
2026,Europe,45.16,15.49,10469,4451,883,1.0,2.09,0.87,3.96,1.78,0.75,0.75,3.28,17.17,20.46,91.44,2814.12,6.0
2028,Middle East,24.63,27.01,15345,4844,1388,2.61,1.06,1.34,5.01,2.69,0.66,0.75,4.1,18.16,14.98,83.4,3416.71,2.98
2027,North America,14.17,16.86,19776,2225,1128,3.35,2.34,1.97,7.66,2.58,0.51,0.16,3.25,57.57,5.36,83.82,1113.4,7.83
2026,South America,35.79,32.35,13957,2701,1159,2.87,0.96,1.32,5.15,2.38,0.97,0.35,3.7,28.16,17.46,73.2,543.87,7.63
2025,North America,12.59,19.23,9602,3701,604,4.38,2.94,1.7,9.02,1.16,0.71,0.13,2.0,77.83,23.03,79.08,1800.7,2.35
2024,Asia-Pacific,46.47,34.03,17712,1805,1352,4.56,2.21,1.07,7.84,1.18,0.75,0.7,2.63,66.45,13.12,85.82,2940.97,2.22
2028,South America,44.62,27.98,8354,1216,1292,3.26,2.27,0.16,5.69,0.94,0.86,0.75,2.55,55.18,27.11,77.16,4616.35,3.38
2026,Europe,10.87,24.54,10207,3332,603,4.38,0.77,0.79,5.94,1.75,0.5,0.17,2.42,59.26,17.83,74.39,1298.01,8.95
2024,North America,44.57,30.89,5102,3003,1483,1.23,0.22,0.78,2.23,2.77,0.54,0.13,3.44,-54.26,12.43,88.19,2801.46,6.68
2027,Middle East,27.49,15.84,17996,2418,1878,3.94,1.15,1.43,6.52,0.69,0.67,0.31,1.67,74.39,24.91,75.63,3962.45,4.47
2026,Asia-Pacific,28.76,29.84,13156,1574,1983,2.62,0.72,0.81,4.15,2.6,0.46,0.11,3.17,23.61,21.13,92.86,450.89,8.4
2027,Asia-Pacific,49.22,31.37,9582,1964,1277,4.27,1.38,1.36,7.01,1.34,0.53,0.54,2.41,65.62,16.17,87.15,4118.49,4.87
2026,Middle East,24.74,29.2,9033,4103,1111,3.84,0.54,1.07,5.45,2.27,0.97,0.48,3.72,31.74,5.18,82.57,3284.82,7.2
2025,Middle East,16.02,25.43,13407,2548,845,3.47,1.3,0.47,5.24,0.76,0.36,0.58,1.7,67.56,25.44,78.15,2090.23,7.48
2027,South America,26.92,25.76,17283,3505,1811,1.99,1.47,1.67,5.13,2.27,0.96,0.17,3.4,33.72,17.32,81.19,3297.17,9.78
2027,North America,40.32,20.98,14040,1571,1805,4.36,2.2,0.99,7.55,1.12,0.59,0.65,2.36,68.74,15.76,78.14,2643.78,3.39
2027,Middle East,39.03,34.58,7129,2569,1378,3.66,0.22,0.53,4.41,2.64,0.58,0.21,3.43,22.22,5.47,91.47,3006.12,2.74
2028,Middle East,26.81,24.95,5201,4333,1465,4.57,2.73,1.11,8.41,1.03,0.44,0.6,2.07,75.39,10.31,76.74,1711.31,3.28
2026,South America,15.41,17.44,19440,2227,623,3.01,1.24,0.2,4.45,0.85,0.94,0.22,2.01,54.83,20.64,85.77,256.95,2.81
2024,North America,46.93,19.23,5265,2983,1689,2.1,1.68,0.89,4.67,2.47,0.39,0.12,2.98,36.19,12.87,73.84,3946.5,7.01
2026,North America,14.89,17.08,14164,1042,542,2.59,2.44,0.8,5.83,2.53,0.3,0.43,3.26,44.08,6.91,87.57,1044.53,2.81
2025,Asia-Pacific,43.71,21.61,11390,2813,1289,3.3,1.3,0.71,5.31,1.66,0.4,0.48,2.54,52.17,24.91,89.3,4939.86,3.96
2027,North America,40.63,29.17,16903,2330,1465,0.91,2.4,0.33,3.64,2.97,0.58,0.16,3.71,-1.92,17.57,72.28,3953.01,2.35
2024,Asia-Pacific,15.18,24.79,8965,3477,1272,1.44,2.78,0.96,5.18,0.82,0.82,0.68,2.32,55.21,7.57,73.75,1969.59,3.31
2027,Middle East,44.67,15.76,5469,3067,1055,0.73,2.4,1.79,4.92,0.63,0.48,0.46,1.57,68.09,17.51,85.5,730.92,3.33
2027,Middle East,49.38,16.62,9484,3350,964,2.61,2.47,1.06,6.14,2.46,0.28,0.25,2.99,51.3,5.81,74.77,2986.8,8.15
2025,North America,22.37,22.24,10440,3193,780,4.39,2.96,1.01,8.36,2.97,0.65,0.76,4.38,47.61,8.86,88.74,2995.48,4.58
2028,Europe,45.88,17.96,15336,2288,1187,1.15,2.35,0.69,4.19,1.87,0.36,0.77,3.0,28.4,27.62,76.52,3061.39,6.84
2026,South America,12.08,30.68,15397,4341,1159,2.74,1.23,1.55,5.52,1.45,0.87,0.35,2.67,51.63,8.54,80.22,2341.6,6.24
2027,Asia-Pacific,18.56,20.76,18803,1587,1145,1.28,2.03,1.15,4.46,2.1,0.3,0.19,2.59,41.93,11.18,81.02,3231.86,4.75
2026,Europe,13.43,16.34,5724,4043,1594,0.68,0.7,1.24,2.62,0.54,0.7,0.6,1.84,29.77,21.7,78.62,3426.32,5.13
2027,Middle East,10.94,16.7,7314,2778,807,1.94,1.32,1.23,4.49,1.58,0.4,0.43,2.41,46.33,14.47,79.89,2027.31,2.9
2025,South America,37.67,30.77,14578,2706,1490,2.84,0.34,1.01,4.19,1.78,0.25,0.39,2.42,42.24,12.55,86.52,1093.38,6.51
2026,South America,44.98,19.44,10508,1579,1877,4.72,1.6,0.97,7.29,2.2,0.59,0.77,3.56,51.17,22.49,74.17,4882.66,8.84
2028,Asia-Pacific,25.54,24.75,11597,4300,945,3.46,1.28,1.55,6.29,2.68,0.27,0.58,3.53,43.88,8.0,72.47,3825.3,6.2
2026,Asia-Pacific,12.68,22.29,18757,4798,1416,0.63,2.03,0.7,3.36,0.58,0.33,0.6,1.51,55.06,11.97,87.11,4436.94,5.4
2028,Asia-Pacific,30.82,32.07,19911,1664,556,0.71,1.59,1.55,3.85,2.69,0.98,0.2,3.87,-0.52,25.54,85.25,882.57,6.84
2027,Europe,45.34,23.08,11340,3982,1558,3.75,1.33,0.4,5.48,2.23,0.73,0.13,3.09,43.61,26.51,77.76,3174.81,6.05
2028,Europe,47.01,34.78,14613,1760,1358,2.03,2.73,0.13,4.89,0.76,0.43,0.12,1.31,73.21,12.57,76.4,2678.87,7.83
2027,Europe,47.37,30.83,12215,4583,1247,2.01,2.93,0.56,5.5,2.69,0.36,0.4,3.45,37.27,8.87,72.07,4668.06,5.38
2026,Asia-Pacific,11.54,23.16,9342,1368,1889,0.62,2.67,0.36,3.65,2.67,0.39,0.71,3.77,-3.29,24.62,76.45,688.43,3.66
2027,Middle East,27.09,17.17,12093,1237,536,3.72,1.25,1.36,6.33,0.98,0.97,0.35,2.3,63.67,24.63,74.5,387.92,6.97
2026,South America,18.07,27.17,18323,1238,1117,1.55,0.51,0.42,2.48,1.13,0.34,0.12,1.59,35.89,29.91,74.28,2992.14,6.42
2027,Europe,23.85,15.54,13339,3586,1050,4.31,2.89,1.35,8.55,1.4,0.65,0.32,2.37,72.28,5.8,76.83,3714.26,7.52
2025,North America,39.08,20.99,18631,4719,915,1.14,2.35,0.85,4.34,2.43,0.24,0.43,3.1,28.57,18.0,82.81,835.34,5.41
2024,Europe,13.11,16.83,17787,1781,1836,3.77,0.66,1.62,6.05,0.97,0.67,0.47,2.11,65.12,15.29,73.47,828.84,6.2
2027,Asia-Pacific,36.76,29.42,18768,3314,1056,2.94,1.61,0.42,4.97,1.34,0.39,0.76,2.49,49.9,14.52,91.62,3966.44,5.03
2028,Europe,21.92,15.1,14294,4527,800,1.07,1.33,1.35,3.75,0.61,0.43,0.13,1.17,68.8,21.01,76.6,1532.62,8.3
2024,Middle East,20.23,15.23,6018,4321,1040,1.34,2.33,0.11,3.78,1.4,0.83,0.43,2.66,29.63,25.88,77.15,1042.36,5.43
2025,Asia-Pacific,42.2,18.91,13821,4375,797,3.43,2.45,0.42,6.3,2.57,1.0,0.72,4.29,31.9,6.89,85.96,4473.47,6.52
2025,Middle East,38.8,20.09,13883,4282,1373,1.79,0.22,0.64,2.65,2.22,0.8,0.24,3.26,-23.02,28.81,70.7,3535.15,9.41
2028,Asia-Pacific,46.57,17.72,17984,2064,1103,2.93,0.6,0.34,3.87,2.4,0.39,0.3,3.09,20.16,28.85,94.73,3768.5,7.17
2027,North America,46.8,33.36,19348,4226,802,2.96,0.96,0.37,4.29,0.94,0.71,0.37,2.02,52.91,24.21,72.63,1080.31,2.44
2024,South America,16.39,20.99,15715,1819,1779,5.0,1.57,0.21,6.78,1.57,0.76,0.51,2.84,58.11,22.75,81.04,1467.27,5.91
2026,Europe,21.76,24.4,6588,4741,1813,0.55,0.8,0.39,1.74,2.07,0.83,0.65,3.55,-104.02,26.63,77.77,4034.62,2.39
2028,Asia-Pacific,14.66,26.79,9476,3675,1556,1.61,2.73,1.0,5.34,1.8,0.5,0.78,3.08,42.32,29.62,71.7,2578.5,9.24
2027,Asia-Pacific,36.62,16.49,11874,1248,825,4.17,2.33,0.45,6.95,2.01,0.55,0.79,3.35,51.8,8.41,79.31,4407.55,7.53
2027,North America,28.49,29.86,19474,2199,1202,4.55,2.79,1.37,8.71,1.67,0.59,0.25,2.51,71.18,25.87,71.8,2712.04,5.69
2026,North America,20.36,15.45,17760,4693,1142,2.82,1.36,0.91,5.09,2.67,0.39,0.24,3.3,35.17,20.08,89.55,3990.97,8.74
2027,South America,23.67,17.33,15062,4461,1233,4.98,1.54,1.63,8.15,0.65,0.32,0.41,1.38,83.07,21.51,78.28,2174.82,2.6
2026,Asia-Pacific,34.66,31.19,17414,4532,1237,0.74,0.21,1.1,2.05,2.0,0.66,0.3,2.96,-44.39,23.08,80.69,4335.4,3.56
2027,Middle East,15.45,25.59,17532,1633,1625,4.74,0.56,0.7,6.0,1.7,0.8,0.59,3.09,48.5,13.32,83.04,1152.4,2.38
2026,Middle East,32.32,15.48,5960,4289,1598,3.03,0.2,0.44,3.67,2.35,0.71,0.31,3.37,8.17,22.16,75.45,3222.77,4.64
2028,South America,35.56,17.77,9349,1024,1799,2.25,1.39,1.84,5.48,2.22,0.22,0.33,2.77,49.45,29.37,83.29,2971.9,5.25
2028,North America,30.41,19.03,11746,2339,1410,4.5,2.85,0.86,8.21,2.51,0.35,0.63,3.49,57.49,8.31,78.96,4261.16,5.82
2027,Middle East,13.41,28.79,13575,2164,579,1.73,2.38,1.92,6.03,0.85,0.41,0.68,1.94,67.83,18.57,88.75,1749.33,2.18
2027,North America,46.07,33.51,7070,2279,1035,3.25,1.53,1.1,5.88,2.72,0.73,0.52,3.97,32.48,7.77,89.62,4436.35,6.36
2026,Europe,48.19,20.44,18645,2909,783,4.83,2.35,1.93,9.11,0.97,0.36,0.53,1.86,79.58,26.66,86.2,3051.84,3.53
2024,South America,18.97,20.76,11292,4305,1258,0.65,2.39,0.34,3.38,2.43,0.58,0.31,3.32,1.78,6.73,82.08,312.77,4.38
2027,Middle East,27.97,30.34,12823,4868,1852,1.8,2.18,0.89,4.87,1.91,0.79,0.14,2.84,41.68,26.14,70.04,836.61,6.0
2028,North America,28.11,18.29,6839,1484,1550,4.78,0.56,0.81,6.15,0.63,0.48,0.21,1.32,78.54,20.32,71.16,4424.79,8.89
2028,North America,39.92,24.65,6136,1114,1083,4.58,2.75,0.11,7.44,2.91,0.69,0.59,4.19,43.68,15.97,86.4,2287.64,3.64
2027,Asia-Pacific,24.67,33.03,6935,4435,1128,3.73,2.06,1.33,7.12,2.15,0.94,0.49,3.58,49.72,19.24,70.31,1182.33,9.0
2025,South America,15.27,21.84,6925,1427,758,4.7,1.57,0.69,6.96,1.25,0.65,0.67,2.57,63.07,14.03,87.71,2820.57,2.87
2027,Europe,29.34,18.64,9887,3484,642,2.81,0.58,1.29,4.68,2.33,0.45,0.15,2.93,37.39,10.78,74.01,4723.38,7.79
2028,Europe,16.54,16.61,15186,4864,1085,3.83,2.04,1.2,7.07,1.09,0.86,0.78,2.73,61.39,7.18,91.74,2410.38,2.7
2027,Middle East,39.94,33.36,12970,1108,1345,4.37,0.62,0.54,5.53,0.99,0.77,0.12,1.88,66.0,20.31,71.94,1087.07,2.67
2025,Europe,16.28,29.26,18472,2688,1617,3.7,0.32,0.89,4.91,2.29,0.64,0.79,3.72,24.24,14.94,79.31,2997.7,4.82
2026,Middle East,23.37,24.17,9864,4473,1454,1.39,1.94,0.37,3.7,1.03,0.47,0.39,1.89,48.92,11.79,87.01,2258.44,6.17
2027,North America,24.12,33.55,7336,4484,1654,4.71,1.39,1.51,7.61,0.73,0.96,0.36,2.05,73.06,21.81,80.22,4300.86,3.75
2027,Asia-Pacific,43.09,25.64,7584,3069,1296,3.86,1.0,0.27,5.13,1.11,0.9,0.18,2.19,57.31,15.72,91.98,860.59,4.28
2024,Middle East,38.97,18.35,8909,2769,1344,4.45,0.26,1.29,6.0,1.55,0.43,0.18,2.16,64.0,10.05,87.94,857.81,4.42
2027,Middle East,39.45,22.55,16423,3941,1639,3.61,2.85,1.31,7.77,1.76,0.71,0.36,2.83,63.58,22.34,88.42,2763.96,8.36
2028,Middle East,28.0,21.7,12208,3267,1772,4.24,2.79,0.42,7.45,2.17,0.44,0.74,3.35,55.03,10.85,86.19,1248.29,2.94
2026,Asia-Pacific,43.71,17.28,16534,3447,821,1.54,2.23,1.09,4.86,1.64,0.67,0.3,2.61,46.3,16.08,81.3,2866.36,6.21
2026,Europe,30.85,34.73,10687,3558,1046,2.85,0.6,1.38,4.83,2.81,0.64,0.35,3.8,21.33,24.23,90.94,4131.81,6.17
2027,South America,22.15,33.17,8800,3695,1068,3.0,2.2,1.98,7.18,0.52,0.77,0.71,2.0,72.14,27.95,86.61,4651.69,8.43
2026,Europe,35.92,30.08,17372,2215,661,4.12,2.84,0.37,7.33,1.29,0.69,0.63,2.61,64.39,13.34,74.56,480.7,6.35
2028,Europe,41.26,30.25,14406,2934,637,1.84,1.42,0.87,4.13,2.98,0.4,0.52,3.9,5.57,18.45,80.71,3138.37,5.11
2027,South America,41.36,31.9,11806,1468,1767,4.57,1.54,0.29,6.4,2.27,1.0,0.74,4.01,37.34,18.12,84.92,3286.98,6.66
2025,Europe,41.11,17.16,18388,2975,1648,2.37,2.53,0.4,5.3,1.73,0.51,0.27,2.51,52.64,24.91,78.43,499.37,6.49
2028,Asia-Pacific,40.18,18.39,16363,3245,1596,3.53,0.35,1.47,5.35,2.65,0.73,0.58,3.96,25.98,9.82,87.94,851.7,3.4
2028,Middle East,48.11,29.02,11225,3463,1748,2.69,2.16,0.94,5.79,1.27,0.96,0.41,2.64,54.4,5.28,84.31,675.57,4.3
2028,Europe,30.62,24.28,7428,4941,977,1.45,1.16,1.02,3.63,1.75,0.33,0.76,2.84,21.76,22.53,88.56,2101.6,9.15
2027,North America,16.55,24.61,5054,1598,522,2.91,0.26,1.72,4.89,1.55,0.5,0.78,2.83,42.13,10.2,73.77,3543.81,6.18
2024,Europe,13.18,16.51,13435,4174,1879,4.73,1.58,1.45,7.76,2.78,0.3,0.64,3.72,52.06,27.29,92.97,4636.6,6.91
